array,camera,site,long,lat,easting_12n,northing_12n
LU15,11,LU15_11,-112.83254,56.212140000000005,386342.71401509346,6231201.422951982
LU15,19,LU15_19,-112.85681,56.2124,384838.4259052674,6231270.64182791
LU15,7,LU15_7,-112.98846,56.2118,376672.61732752214,6231431.643172883
LU15,34,LU15_34,-112.99898,56.1777,375910.20354111807,6227656.0379533665
LU15,37,LU15_37,-112.86945,56.1802,383957.40160727943,6227708.671682663
LU15,18,LU15_18,-112.93424000000002,56.21154,380034.120252682,6231307.015188408
LU15,43,LU15_43,-112.89617,56.21047,382391.6986376757,6231122.337027976
LU15,10,LU15_10,-112.91250000000001,56.21595000000001,381395.91071771376,6231760.122069757
LU15,58,LU15_58,-112.91390000000001,56.22151000000001,381326.2859146924,6232381.235544913
LU15,8,LU15_8,-112.80639199999999,56.215085,387972.8418194661,6231486.332417059
LU15,12,LU15_12,-112.82142,56.179370000000006,386935.94673362625,6227536.514374171
LU15,17,LU15_17,-112.74088,56.1792,391934.3650670384,6227388.450767236
LU15,1,LU15_1,-113.01591,56.13297000000001,374713.9036239059,6222709.350921845
LU15,26,LU15_26,-113.00198,56.13686,375592.06429534184,6223116.995745056
LU15,27,LU15_27,-112.9838,56.137679999999996,376724.2666191504,6223175.602775043
LU15,28,LU15_28,-112.94679000000001,56.13708,379021.88992029266,6223043.315520902
LU15,2,LU15_2,-112.92681,56.134530000000005,380255.38929692,6222724.702334563
LU15,29,LU15_29,-112.91135000000001,56.13785,381226.27696692484,6223067.412171774
LU15,30,LU15_30,-112.88976,56.138250000000006,382568.94125089975,6223074.95990311
LU15,31,LU15_31,-112.87376999999998,56.138200000000005,383562.2855690564,6223042.291356101
LU15,32,LU15_32,-112.85918,56.1378,384467.600225394,6222973.249768891
LU15,20,LU15_20,-113.06107,56.21454,372179.07888247794,6231868.831640249
LU15,21,LU15_21,-113.01251,56.217110000000005,375198.4878545134,6232065.807939357
LU15,23,LU15_23,-113.05704,56.20251000000001,372389.00771009346,6230522.741561345
LU15,41,LU15_41,-113.05862,56.19308,372259.664578309,6229476.358393606
LU15,25,LU15_25,-112.96203,56.21123,378309.7953091972,6231321.237305047
LU15,9,LU15_9,-112.97829,56.21596,377316.5699316274,6231876.399602427
LU15,24,LU15_24,-113.04411000000002,56.21198,373222.26250159263,6231552.644362559
LU15,46,LU15_46,-113.02529999999999,56.21193,374388.5278243866,6231512.639791253
LU15,40,LU15_40,-112.73063,56.18027,392573.5519461748,6227491.504812227
LU15,16,LU15_16,-112.76156000000002,56.17765,390646.393808054,6227248.568999442
LU15,4,LU15_4,-112.92477,56.17984,380522.88200498204,6227763.093384468
LU15,36,LU15_36,-112.95157,56.17767,378852.7207795314,6227568.387544958
LU15,3,LU15_3,-113.04402000000002,56.17757,373114.29236907884,6227723.54488496
LU15,15,LU15_15,-113.06137,56.1834,372056.8388989137,6228404.331965728
LU15,14,LU15_14,-113.07427,56.169160000000005,371208.63004443573,6226843.821752284
LU15,22,LU15_22,-112.88846999999998,56.39487999999999,383432.152655207,6251630.289285858
LU15,61,LU15_61,-112.90440000000001,56.385130000000004,382418.9507153663,6250572.416531802
LU21,106,LU21_106,-112.03402000000001,56.56523000000001,436456.1635078832,6269469.572345366
LU21,10,LU21_10,-111.99360000000001,56.59103,438981.56925743923,6272304.462227466
LU21,16,LU21_16,-111.97281,56.625220000000006,440312.21555504366,6276091.586833734
LU21,107,LU21_107,-111.93458000000001,56.56608,442568.13358018413,6269476.565340248
LU21,41,LU21_41,-111.90783,56.66848,444362.72741277807,6280851.930425276
LU21,63,LU21_63,-111.96631000000001,56.60868,440685.0871134181,6274245.012039926
LU21,27,LU21_27,-112.14841,56.62148,429531.6492898697,6275841.888197901
LU21,23,LU21_23,-112.20293,56.59241000000001,426129.67770871596,6272663.765477277
LU21,21,LU21_21,-112.1497,56.566300000000005,429349.60745790834,6269701.72267447
LU21,82,LU21_82,-112.16532999999998,56.529900000000005,428320.41948923055,6265666.662961301
LU21,871,LU21_871,-112.09488,56.55634,432700.51561883115,6268538.108624721
LU21,164,LU21_164,-111.93586,56.61886,442569.58453788667,6275352.165597901
LU21,36,LU21_36,-111.94768000000002,56.64851000000001,441889.8504883785,6278662.24832146
LU21,14,LU21_14,-112.09007,56.61864,433106.291729833,6275467.394560907
LU21,32,LU21_32,-112.16299,56.638760000000005,428669.65114352957,6277780.216576908
LU21,126,LU21_126,-112.17957999999999,56.62290000000001,427621.8287353436,6276032.383011452
LU21,122,LU21_122,-112.17445,56.57432,427844.04605117964,6270620.0810455885
LU21,56,LU21_56,-112.187,56.55825,427042.1145643776,6268844.78193593
LU21,57,LU21_57,-112.14105,56.56273000000001,429874.5279454236,6269295.517381342
LU21,9,LU21_9,-112.06113,56.58638,434826.6315991096,6271848.993304222
LU21,98,LU21_98,-111.87948999999999,56.51305,445877.82872147375,6263529.4971444085
LU21,119,LU21_119,-112.00047799999999,56.57495,438533.11024036794,6270520.875414853
LU21,52,LU21_52,-111.93567,56.53988,442461.41451836174,6266561.3788411515
LU21,59,LU21_59,-111.58272999999998,56.56464,464188.2997858943,6269077.355030616
LU21,68,LU21_68,-111.71055000000001,56.63286,456411.8770615854,6276744.549557965
LU21,109,LU21_109,-111.90173,56.56289,444582.1036626353,6269094.513999412
LU21,93,LU21_93,-111.84483,56.56624,448083.5099951249,6269422.898809442
LU21,114,LU21_114,-111.73336,56.55014,454914.2656503903,6267552.174327797
LU21,105,LU21_105,-111.68692999999999,56.55542,457774.52757166827,6268110.340271657
LU21,100,LU21_100,-111.90392000000001,56.53842,444411.6623220557,6266372.728073668
LU21,74,LU21_74,-111.86436,56.51803,446815.8474417375,6264071.961809687
LU21,78,LU21_78,-111.82865,56.52056,449016.42305042094,6264326.479208799
LU21,153,LU21_153,-111.78556999999999,56.550459999999994,451704.9666780816,6267623.291786216
LU21,6,LU21_6,-111.67987999999998,56.519659999999995,458168.47854948515,6264125.797611713
LU21,116,LU21_116,-111.63882999999998,56.55143999999999,460727.0552528939,6267638.803909827
LU21,97,LU21_97,-111.59376999999999,56.57623,463521.00306775887,6270373.196170448
LU1,13,LU1_13,-110.72349,54.60634,517860.66818018013,6051021.891309919
LU1,30,LU1_30,-110.82257999999999,54.734320000000004,511424.15943137114,6065241.908204695
LU1,85,LU1_85,-110.71049000000001,54.73971000000001,518639.19765712455,6065865.68579549
LU1,66,LU1_66,-110.72408,54.707770000000004,517778.22296196065,6062308.085680805
LU1,76,LU1_76,-110.70893,54.70008,518757.9210049606,6061456.338101148
LU1,73,LU1_73,-110.70935,54.675050000000006,518742.38346785546,6058671.068673693
LU1,75,LU1_75,-110.69172999999999,54.68616,519873.16744600306,6059912.152166309
LU1,47,LU1_47,-110.48721000000002,54.617839999999994,533113.3118253504,6052387.198038379
LU1,74,LU1_74,-110.26517,54.66743,547393.5628430925,6058032.326147448
LU1,44,LU1_44,-110.47691,54.59921000000001,533793.854956572,6050319.135362371
LU1,41,LU1_41,-110.29359000000001,54.594100000000005,545642.6551964608,6049854.132664412
LU1,64,LU1_64,-110.31862000000001,54.69595000000001,543915.5147019767,6061171.0032300865
LU1,86,LU1_86,-110.34254,54.73745,542330.617004722,6065774.063896275
LU1,79,LU1_79,-110.33426000000001,54.703970000000005,542899.0558042112,6062053.725407843
LU1,63,LU1_63,-110.38139,54.69512000000001,539870.8038651495,6061041.19200159
LU1,72,LU1_72,-110.41977,54.65901,537430.3559633855,6057002.070236914
LU1,67,LU1_67,-110.55328,54.75274,528751.385144662,6067368.674344985
LU1,77,LU1_77,-110.53466000000002,54.700920000000004,529988.0140915285,6061610.310552047
LU1,32,LU1_32,-110.54806,54.74266,529094.5727078938,6066249.192262178
LU1,36,LU1_36,-110.53842999999999,54.72431000000001,529727.9499859876,6064211.370486616
LU1,84,LU1_84,-110.50404,54.72892000000001,531939.2348060943,6064739.446890527
LU1,25,LU1_25,-110.549,54.692400000000006,529069.9948021881,6060656.239644214
LU1,83,LU1_83,-110.54852000000001,54.73326,529071.6893751898,6065203.035231719
LU1,80,LU1_80,-110.54085,54.712540000000004,529580.6559765858,6062900.669334268
LU1,70,LU1_70,-110.56893,54.60699,527843.7001830979,6051144.471224809
LU1,48,LU1_48,-110.40762000000002,54.60776,538262.2182523218,6051306.011127127
LU1,45,LU1_45,-110.37065,54.59816000000001,540659.6693352675,6050258.579091811
LU1,11,LU1_11,-110.48226000000001,54.588892,533456.6812036387,6049168.492295013
LU1,40,LU1_40,-110.57063,54.581759999999996,527751.0422112439,6048336.444604886
LU1,6,LU1_6,-110.60829,54.56253000000001,525328.9342540767,6046182.504395512
LU1,10,LU1_10,-110.60129,54.58592,525766.8107989627,6048787.659593273
LU1,43,LU1_43,-110.51104000000001,54.608610000000006,531581.652536649,6051349.203132933
LU1,71,LU1_71,-110.50837999999999,54.63866,531730.0655292924,6054694.0864779595
LU1,22,LU1_22,-110.48788,54.65007,533043.9067839758,6055973.139892376
LU1,60,LU1_60,-110.50311,54.690430000000006,532029.4430693227,6060457.00132527
LU1,78,LU1_78,-110.37037999999998,54.69755000000001,540577.9887446966,6061317.889308336
LU1,46,LU1_46,-110.51263,54.616679999999995,531472.7289227777,6052246.442997281
LU1,82,LU1_82,-110.08388,54.703959000000005,559032.7028347463,6062234.287410351
LU1,27,LU1_27,-110.7394,54.69098,516798.0541118343,6060436.038469366
LU9,5,LU9_5,-113.69829999999999,55.90594,331327.57922979794,6198901.1150807375
LU9,6,LU9_6,-113.66641,55.9047,333315.18485922605,6198685.843458697
LU9,7,LU9_7,-113.66419,55.920350000000006,333521.0227930289,6200421.5729281325
LU9,8,LU9_8,-113.64587999999999,55.915510000000005,334644.2587813516,6199839.181603092
LU9,100,LU9_100,-113.39996000000001,56.09786,350714.6576276187,6219566.873118631
LU9,102,LU9_102,-113.78246,56.10159,326945.22902590287,6220875.295462604
LU9,106,LU9_106,-113.39658,56.111239999999995,350976.5755666171,6221048.257183494
LU9,112,LU9_112,-113.29684,56.13584,357268.44215331704,6223574.450870412
LU9,113,LU9_113,-113.26157,56.127810000000004,359430.4780364692,6222608.556760681
LU9,12,LU9_12,-113.67605999999999,55.92810000000001,332812.8741536753,6201312.409244694
LU9,13,LU9_13,-113.48714000000001,55.93485999999999,344639.8674818643,6201623.802879752
LU9,18,LU9_18,-113.68761,55.938930000000006,332138.33522591693,6202545.242170981
LU9,21,LU9_21,-113.71101000000002,55.95747999999999,330758.1950499629,6204665.996144182
LU9,24,LU9_24,-113.71067000000001,55.97636,330861.8257737261,6206765.567000931
LU9,28,LU9_28,-113.76594,55.98741999999999,327463.39584631304,6208132.645181491
LU9,29,LU9_29,-113.73471,55.97969,329376.8878967967,6207195.134082885
LU9,30,LU9_30,-113.70862000000001,55.99221000000001,331058.85159898724,6208523.871254768
LU9,31,LU9_31,-113.68732999999999,55.9869,332363.393755305,6207881.268975285
LU9,32,LU9_32,-113.66646999999999,55.98812,333669.53478559427,6207966.57928773
LU9,33,LU9_33,-113.64686,55.98747999999999,334889.7223174517,6207848.340957581
LU9,39,LU9_39,-113.44392000000002,55.98985,347555.391323958,6207645.648735001
LU9,41,LU9_41,-113.76165000000002,56.00175,327794.6728658419,6209716.135101121
LU9,44,LU9_44,-113.47067,56.00827,345960.4976724539,6209754.374393638
LU9,51,LU9_51,-113.36845,56.02089,352380.3999475783,6210935.272271564
LU9,55,LU9_55,-113.49660000000002,56.023720000000004,344406.3613614314,6211531.436157736
LU9,57,LU9_57,-113.4364,56.02872000000001,348176.9287784307,6211953.749174683
LU9,62,LU9_62,-113.76742000000002,56.035720000000005,327586.4627194472,6213509.6608081795
LU9,63,LU9_63,-113.73437,56.0298,329618.8383983696,6212769.026657029
LU9,64,LU9_64,-113.72797,56.0397,330061.0397036609,6213854.63437843
LU9,65,LU9_65,-113.54919000000001,56.041869999999996,341204.2003029699,6213670.469296013
LU9,67,LU9_67,-113.40793000000001,56.03918,349991.21661229973,6213055.31762657
LU9,68,LU9_68,-113.36591,56.04655,352636.508521109,6213784.836598418
LU9,72,LU9_72,-113.72662000000001,56.05514,330212.97154011164,6215569.024305202
LU9,73,LU9_73,-113.5569,56.05505,340778.3615119045,6215154.588018821
LU9,75,LU9_75,-113.48314,56.05522,345371.0790777862,6215005.844584988
LU9,76,LU9_76,-113.45915000000001,56.06062,346886.03193488123,6215553.176051333
LU9,77,LU9_77,-113.42562000000001,56.057039999999994,348959.2384986668,6215081.003191185
LU9,79,LU9_79,-113.76394,56.06759,327945.1989504297,6217046.498732634
LU9,80,LU9_80,-113.73965000000001,56.06609,329450.185739927,6216819.340822431
LU9,81,LU9_81,-113.52341,56.06139,342889.10768446105,6215783.230241707
LU9,82,LU9_82,-113.47720000000001,56.068020000000004,345791.9996807646,6216416.675019162
LU9,85,LU9_85,-113.77494,56.07789,327306.73636358336,6218219.842301777
LU9,86,LU9_86,-113.52008,56.08713,343200.9717199162,6218639.439381805
LU9,87,LU9_87,-113.44093000000001,56.07875000000001,348091.54901683994,6217530.068752799
LU9,90,LU9_90,-113.33806999999999,56.09386,354548.51799951924,6218989.65439079
LU9,93,LU9_93,-113.78277999999999,56.087939999999996,326864.0711750712,6219357.543220903
LU9,94,LU9_94,-113.76354,56.09827000000001,328106.8120697979,6220458.650601982
LU9,96,LU9_96,-113.50814,56.10025,343996.7647285445,6220072.090293532
LU9,98,LU9_98,-113.47141,56.09850000000001,346273.81137041794,6219794.952977927
LU9,27,LU9_27,-113.36397,55.969370000000005,352463.39553669083,6205193.500822302
LU14,3,LU14_3,-112.30953,56.94589,420336.21882470045,6312125.769456703
LU14,7,LU14_7,-112.41011000000002,56.9571,414243.7738258533,6313495.178990953
LU14,8,LU14_8,-112.38725000000001,56.95589,415631.1661896453,6313332.052127257
LU14,9,LU14_9,-112.36072999999999,56.95599,417244.13928227354,6313310.7568694
LU14,100,LU14_100,-112.32694,57.21349,419856.3233502198,6341931.293747484
LU14,102,LU14_102,-112.24976000000001,57.212180000000004,424514.8027022622,6341697.3515789015
LU14,105,LU14_105,-112.42336,57.226420000000005,414063.35302271094,6343487.984663296
LU14,110,LU14_110,-112.55233999999999,57.24136,406314.71765268134,6345320.896703065
LU14,114,LU14_114,-112.3881,57.23443,416210.1987792412,6344335.62362766
LU14,115,LU14_115,-112.3089,57.237610000000004,420997.39010993845,6344594.955181667
LU14,120,LU14_120,-112.59342000000001,57.27318,403918.62523982994,6348919.772431652
LU14,121,LU14_121,-112.5294,57.26169,407749.8451524951,6347552.379374946
LU14,131,LU14_131,-112.27244999999999,57.28914,423304.45476634015,6350289.010309863
LU14,135,LU14_135,-112.36021000000001,57.32076,418085.54469904024,6353910.823777473
LU14,16,LU14_16,-112.29803,56.959219999999995,421063.93906738283,6313596.093109183
LU14,17,LU14_17,-112.19186,56.96855000000001,427538.0888221619,6314516.955820921
LU14,19,LU14_19,-112.45065000000001,56.98159,411836.40365610167,6316272.524921992
LU14,20,LU14_20,-112.43520000000001,56.97155,412751.826859002,6315135.234977585
LU14,250,LU14_250,-112.16242,57.020590000000006,429426.42603792564,6320278.484541901
LU14,30,LU14_30,-112.49358000000001,57.011739999999996,409300.9363864574,6319684.43367259
LU14,31,LU14_31,-112.47708,57.00264,410280.9187900837,6318649.809394082
LU14,33,LU14_33,-112.33829999999999,57.00923,418724.2495313491,6319209.576564437
LU14,37,LU14_37,-112.10431,57.01992,432953.04854866746,6320145.36173619
LU14,47,LU14_47,-112.55693,57.03347,405509.469917243,6322188.872381493
LU14,48,LU14_48,-112.53831,57.031310000000005,406633.99521472526,6321922.852359931
LU14,49,LU14_49,-112.51659000000001,57.02781,407943.48739405646,6321503.813706188
LU14,51,LU14_51,-112.43441000000001,57.03178,412940.63235834654,6321837.896992686
LU14,54,LU14_54,-112.59723000000001,57.04813000000001,403102.0806370251,6323876.9979516715
LU14,56,LU14_56,-112.44809000000001,57.066,412191.2109344503,6325664.165930759
LU14,57,LU14_57,-112.31251,57.04958,420376.7059290082,6323670.2989174295
LU14,61,LU14_61,-112.60669999999999,57.056,402548.2502697878,6324766.397424504
LU14,62,LU14_62,-112.13074999999999,57.06214000000001,431425.6851036093,6324871.019883973
LU14,63,LU14_63,-112.60155,57.07264,402904.04106148647,6326611.067908779
LU14,66,LU14_66,-112.60819,57.085910000000005,402536.3333226355,6328097.469171536
LU14,70,LU14_70,-112.17182,57.0854,428979.5863553371,6327502.029904097
LU14,71,LU14_71,-112.35362,57.099720000000005,417993.64808687,6329299.776270689
LU14,72,LU14_72,-112.30749,57.099850000000004,420788.41671731626,6329259.748961244
LU14,74,LU14_74,-112.29683,57.112590000000004,421461.140151398,6330665.45700316
LU14,76,LU14_76,-112.31454000000001,57.133900000000004,420434.3718317401,6333057.904554643
LU14,78,LU14_78,-112.39216,57.14869,415770.21368976025,6334797.315912318
LU14,80,LU14_80,-112.14778,57.15258,430562.312907953,6334954.96085588
LU14,84,LU14_84,-112.20978,57.163850000000004,426833.9554086697,6336274.237214656
LU14,85,LU14_85,-112.5036,57.17165,409084.7367175521,6337495.973138275
LU14,86,LU14_86,-112.28728000000001,57.169940000000004,422159.9619625439,6337037.920845731
LU14,88,LU14_88,-112.46383,57.191720000000004,411537.18728729326,6339677.503117145
LU14,91,LU14_91,-112.12025,57.188190000000006,432292.8473643552,6338891.000647993
LU14,92,LU14_92,-112.49829000000001,57.19552000000001,409464.17740180704,6340145.705398979
LU14,96,LU14_96,-112.2138,57.19223000000001,426647.0918803796,6339437.485481922
LU14,97,LU14_97,-112.54814,57.21857000000001,406510.52130139514,6342778.541420585
LU14,75,LU14_75,-112.51261000000001,57.13144,408440.7147838744,6333032.567205313
LU16,2,LU16_2,-111.00751000000001,57.209540000000004,499546.35060557805,6340711.352803083
LU16,3,LU16_3,-110.98463000000001,57.21346,500928.34249181015,6341147.803411579
