site,Coyote,Fisher,Lynx,Red squirrel,Spruce grouse,Staff,White-tailed deer,Black bear,Marten,Snowshoe hare,Unknown,Unknown deer,Caribou,Grey jay,Other birds,Otter,Unknown mustelid,Grey wolf,Red fox,Short-tailed weasel,Domestic dog,Unknown canid,Other,Moose,Unknown ungulate,Ruffed grouse,Cougar,Wolverine,ATVer,Human,Canada goose,Raven,Unknown bear,Snowmobiler,Hiker,Striped skunk
LU22_47,4,1,0,13,0,2,8,10,3,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LU22_48,2,6,1,5,0,2,12,9,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
LU22_49,1,2,0,1,0,2,9,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LU22_5,5,2,0,31,1,2,0,9,0,19,6,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LU22_50,1,5,0,3,0,2,4,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LU22_53,2,0,0,10,2,2,2,12,0,13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU22_6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU22_60,4,0,0,2,1,2,2,2,0,5,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LU22_61,0,4,0,2,0,2,0,1,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU22_63,3,1,1,38,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU22_65,1,0,0,14,0,2,0,4,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0
LU22_69,12,1,2,32,0,2,2,2,0,39,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LU22_7,0,1,1,13,0,2,1,7,1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LU22_70,3,1,0,3,26,2,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LU22_71,2,6,0,19,0,2,4,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LU22_72,0,0,0,7,0,2,4,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LU22_76,3,18,3,15,0,2,2,2,3,9,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU22_77,1,1,0,3,0,2,1,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LU22_8,0,4,1,0,0,2,1,7,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU22_80,2,11,0,0,0,2,0,3,1,92,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
LU22_81,8,7,0,1,0,2,1,2,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LU22_82,7,0,1,1,0,2,2,0,0,19,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LU22_85,19,1,6,1,0,2,3,2,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU22_86,1,2,3,0,0,2,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
LU22_87,3,1,0,4,0,2,2,0,0,7,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU22_89,18,2,7,5,1,2,1,2,0,119,17,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
LU22_94,24,5,0,9,0,2,0,7,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
